RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
311,"Earl Clark, CLE/NY",54,14.2,.466,5.5,9.5,16.5,3.2,18.2,10.5,9.09,0.0,0.0
312,"Darius Miller, NO",45,16.1,.550,17.4,8.9,12.3,1.4,7.0,4.2,9.06,-15.6,-0.5
313,"Luke Ridnour, MIL/CHA",61,18.7,.452,30.3,11.4,16.8,2.2,7.6,4.8,9.01,-33.9,-1.1
314,"Jared Dudley, LAC",74,23.4,.541,16.4,8.9,12.8,2.4,7.7,5.1,8.91,-41.1,-1.4
315,"Norris Cole, MIA",82,24.6,.497,27.4,14.0,15.2,1.1,8.6,5.0,8.80,-66.0,-2.2
316,"Phil Pressey, BOS",75,15.1,.390,40.1,14.5,15.6,2.0,8.8,5.3,8.78,-37.5,-1.2
317,"Elliot Williams, PHI",67,17.3,.519,13.6,12.8,15.8,2.7,9.7,6.1,8.71,-31.0,-1.0
318,"Shane Battier, MIA",73,20.1,.523,17.1,5.7,9.2,3.0,8.6,5.9,8.70,-39.5,-1.3
319,"Alonzo Gee, CLE",65,15.7,.491,13.3,12.4,12.7,3.8,12.8,8.2,8.63,-28.5,-0.9
320,"Quincy Miller, DEN",52,15.2,.459,7.3,13.6,16.3,4.9,15.2,10.1,8.62,-22.1,-0.7
321,"Luc Mbah a Moute, MIN/SAC",64,15.7,.503,12.1,13.4,10.9,6.0,10.1,8.0,8.42,-46.2,-1.5
322,"Tayshaun Prince, MEM",76,25.6,.438,17.5,6.0,12.8,1.9,12.3,7.1,8.18,-67.4,-2.2
323,"Tony Snell, CHI",77,16.0,.489,14.6,9.4,14.2,1.8,9.6,5.7,8.02,-45.6,-1.5
324,"John Salmons, SAC/TOR",78,22.1,.462,23.1,8.5,13.3,1.3,9.6,5.5,7.81,-69.2,-2.3
,"Garrett Temple, WSH",75,8.5,.431,26.3,15.3,14.3,3.8,8.7,6.2,7.81,-25.6,-0.9
326,"Ben McLemore, SAC",82,26.7,.485,8.9,10.4,15.8,2.7,9.5,6.1,7.77,-89.2,-3.0
327,"Ekpe Udoh, MIL",42,19.1,.440,13.3,16.3,10.8,8.4,12.8,10.5,7.62,-46.5,-1.6
328,"Doron Lamb, ORL",53,13.1,.543,17.5,11.0,12.6,1.3,6.7,4.0,7.51,-31.0,-1.0
329,"Brandon Davies, PHI",51,11.3,.476,13.1,16.3,12.9,6.9,13.9,10.2,7.49,-34.4,-1.1
330,"Jason Terry, BKN",35,16.3,.501,23.2,11.2,14.7,0.8,6.9,3.9,7.48,-25.7,-0.9
331,"Willie Green, LAC",55,15.8,.477,13.5,9.2,15.2,1.6,8.2,5.0,7.13,-43.7,-1.5
332,"Diante Garrett, UTAH",71,14.8,.459,25.8,16.1,15.1,1.2,9.8,5.3,7.10,-61.0,-2.0
333,"Anthony Bennett, CLE",52,12.8,.425,5.3,14.7,18.7,8.1,18.4,13.1,6.95,-35.1,-1.2
334,"Kendrick Perkins, OKC",62,19.5,.474,17.7,23.7,10.9,8.1,19.9,14.3,6.32,-77.1,-2.6
335,"Jeffery Taylor, CHA",26,24.2,.436,7.7,8.8,17.5,2.7,8.1,5.4,5.97,-42.5,-1.4
336,"Dennis Schroder, ATL",49,13.1,.442,25.8,16.9,18.6,0.9,9.9,5.4,5.81,-49.7,-1.7
337,"John Lucas III, UTAH",42,14.1,.403,16.1,8.4,16.2,2.3,5.4,3.8,5.23,-50.9,-1.7
